CLASS_QNAME;CK_NOC;CK_CBO;CK_DIT;CK_RFC;CK_WMC;CK_LCOM;OO_LoC;OO_LCOM2;OO_LCOM3;OO_Ce;OO_Ca
org.apache.commons.functor.core.composite.CompositeUnaryFunction;0.0;23.0;1.0;10.0;12.0;5.0;168.0;0.6666666666666667;0.8;13.0;4.0
org.apache.commons.functor.core.algorithm.RetainMatching;0.0;17.0;1.0;9.0;6.0;5.0;44.0;0.75;1.0;14.0;1.0
org.apache.commons.functor.adapter.LeftBoundFunction;0.0;19.0;1.0;10.0;18.0;9.0;86.0;0.5555555555555556;0.6666666666666667;13.0;1.0
org.apache.commons.functor.adapter.FullyBoundProcedure;0.0;16.0;1.0;10.0;21.0;9.0;94.0;0.5;0.6;14.0;1.0
org.apache.commons.functor.adapter.BinaryPredicateUnaryPredicate;0.0;14.0;1.0;10.0;11.0;9.0;70.0;0.33333333333333337;0.4;11.0;1.0
org.apache.commons.functor.core.composite.ConditionalUnaryPredicate;0.0;15.0;1.0;9.0;20.0;4.0;96.0;0.48;0.6;11.0;2.0
org.apache.commons.functor.core.NoOp;0.0;14.0;1.0;10.0;6.0;33.0;90.0;0.8333333333333334;0.9375;12.0;4.0
org.apache.commons.functor.core.algorithm.DoUntil;0.0;7.0;2.0;5.0;1.0;0.0;23.0;1.0;1.0;7.0;1.0
org.apache.commons.functor.adapter.BinaryProcedureUnaryProcedure;0.0;15.0;1.0;10.0;10.0;9.0;70.0;0.33333333333333337;0.4;12.0;1.0
org.apache.commons.functor.core.composite.ConditionalProcedure;0.0;14.0;1.0;10.0;21.0;4.0;111.0;0.48;0.6;14.0;2.0
org.apache.commons.functor.adapter.BinaryFunctionBinaryPredicate;0.0;16.0;1.0;10.0;14.0;9.0;90.0;0.6666666666666667;0.8;13.0;3.0
org.apache.commons.functor.adapter.UnaryFunctionUnaryPredicate;0.0;16.0;1.0;10.0;14.0;9.0;82.0;0.6666666666666667;0.8;13.0;1.0
org.apache.commons.functor.core.algorithm.DoWhile;0.0;6.0;2.0;5.0;1.0;0.0;23.0;1.0;1.0;6.0;1.0
org.apache.commons.functor.core.algorithm.RemoveMatching;0.0;16.0;1.0;11.0;8.0;5.0;45.0;0.75;1.0;12.0;2.0
org.apache.commons.functor.core.Identity;0.0;13.0;1.0;10.0;7.0;21.0;80.0;1.0;1.1666666666666667;10.0;3.0
org.apache.commons.functor.generator.WhileGenerate;0.0;24.0;2.0;12.0;13.0;3.0;72.0;0.25;0.3333333333333333;16.0;1.0
org.apache.commons.functor.adapter.FunctionProcedure;0.0;14.0;1.0;10.0;13.0;9.0;79.0;0.6666666666666667;0.8;13.0;1.0
org.apache.commons.functor.adapter.IgnoreRightProcedure;0.0;16.0;1.0;10.0;13.0;9.0;71.0;0.6666666666666667;0.8;13.0;1.0
org.apache.commons.functor.core.algorithm.FoldLeft;0.0;21.0;1.0;8.0;9.0;0.0;122.0;0.5;0.6666666666666666;15.0;1.0
org.apache.commons.functor.core.composite.TransposedFunction;0.0;17.0;1.0;10.0;14.0;9.0;82.0;0.6666666666666667;0.8;11.0;1.0
org.apache.commons.functor.adapter.BoundProcedure;0.0;16.0;1.0;10.0;17.0;9.0;93.0;0.5555555555555556;0.6666666666666667;14.0;1.0
org.apache.commons.functor.adapter.IgnoreLeftFunction;0.0;15.0;1.0;10.0;14.0;9.0;72.0;0.6666666666666667;0.8;12.0;2.0
org.apache.commons.functor.core.comparator.IsGreaterThanOrEqual;0.0;20.0;1.0;12.0;17.0;15.0;111.0;0.8095238095238095;0.9444444444444445;16.0;1.0
