CLASS_QNAME;CK_NOC;CK_CBO;CK_DIT;CK_RFC;CK_WMC;CK_LCOM;OO_LoC;OO_LCOM2;OO_LCOM3;OO_Ce;OO_Ca
org.jsoup.nodes.Document$OutputSettings;0.0;21.0;1.0;29.0;17.0;106.0;176.0;0.859375;0.9166666666666666;0.0;17.0
org.jsoup.select.CombiningEvaluator;0.0;16.0;2.0;6.0;2.0;0.0;92.0;0.0;0.0;15.0;2.0
org.jsoup.internal.Normalizer;0.0;6.0;1.0;5.0;2.0;1.0;8.0;1.0;0.0;6.0;9.0
org.jsoup.nodes.Attributes$Dataset$EntrySet;0.0;13.0;3.0;3.0;3.0;1.0;14.0;1.0;0.0;0.0;1.0
org.jsoup.helper.Validate;0.0;8.0;1.0;13.0;19.0;55.0;105.0;1.0;0.0;8.0;33.0
org.jsoup.select.Evaluator$CssNthEvaluator;0.0;9.0;2.0;8.0;19.0;5.0;32.0;0.5;0.6666666666666666;0.0;1.0
org.jsoup.select.Evaluator$IsFirstOfType;0.0;6.0;4.0;1.0;1.0;0.0;7.0;1.0;0.0;0.0;2.0
org.jsoup.nodes.Element$NodeList;0.0;7.0;4.0;2.0;0.0;0.0;10.0;0.0;0.0;0.0;1.0
org.jsoup.parser.ParseError;0.0;5.0;1.0;3.0;3.0;1.0;33.0;0.33333333333333337;0.5;5.0;5.0
org.jsoup.parser.TreeBuilder;2.0;23.0;1.0;19.0;19.0;27.0;75.0;0.8111111111111111;0.9125;22.0;4.0
org.jsoup.nodes.PseudoTextElement;0.0;12.0;3.0;2.0;0.0;1.0;12.0;1.0;0.0;12.0;2.0
org.jsoup.select.Evaluator$IsEmpty;0.0;11.0;2.0;3.0;7.0;1.0;12.0;1.0;0.0;0.0;2.0
org.jsoup.examples.ListLinks;0.0;17.0;1.0;18.0;11.0;3.0;41.0;1.0;0.0;17.0;1.0
org.jsoup.select.Evaluator$IsNthChild;0.0;6.0;3.0;3.0;2.0;1.0;13.0;1.0;0.0;0.0;2.0
org.jsoup.parser.HtmlTreeBuilderState$Constants;0.0;3.0;1.0;0.0;0.0;0.0;21.0;1.0;0.0;0.0;0.0
org.jsoup.select.Evaluator$Class;0.0;6.0;2.0;4.0;2.0;0.0;16.0;0.0;0.0;0.0;3.0
org.jsoup.select.StructuralEvaluator$Has;0.0;7.0;3.0;5.0;6.0;1.0;16.0;1.0;0.0;0.0;2.0
org.jsoup.nodes.Node$OuterHtmlVisitor;0.0;13.0;1.0;6.0;1.0;0.0;26.0;0.0;0.0;0.0;1.0
org.jsoup.parser.Token;0.0;26.0;1.0;19.0;20.0;90.0;380.0;0.6;0.6428571428571429;26.0;5.0
org.jsoup.safety.Cleaner$CleaningVisitor;0.0;13.0;1.0;10.0;12.0;0.0;41.0;0.33333333333333337;0.6666666666666667;0.0;1.0
org.jsoup.select.Evaluator$AttributeKeyPair;0.0;7.0;2.0;0.0;0.0;0.0;14.0;1.0;0.0;0.0;1.0
org.jsoup.select.Evaluator$IsNthLastOfType;0.0;11.0;3.0;9.0;5.0;1.0;19.0;1.0;0.0;0.0;2.0
org.jsoup.parser.Token$Character;0.0;6.0;2.0;5.0;4.0;3.0;26.0;0.25;0.3333333333333333;0.0;4.0
org.jsoup.select.Evaluator$IsLastOfType;0.0;6.0;4.0;1.0;1.0;0.0;7.0;1.0;0.0;0.0;2.0
org.jsoup.select.Evaluator$Attribute;0.0;7.0;2.0;4.0;2.0;0.0;16.0;0.0;0.0;0.0;3.0
org.jsoup.nodes.Entities;0.0;28.0;1.0;43.0;75.0;67.0;333.0;0.8333333333333334;0.9027777777777778;27.0;7.0
org.jsoup.select.Evaluator$AttributeWithValueContaining;0.0;9.0;3.0;7.0;3.0;0.0;14.0;1.0;0.0;0.0;3.0
org.jsoup.safety.Whitelist$AttributeKey;0.0;4.0;2.0;1.0;1.0;0.0;7.0;1.0;0.0;0.0;1.0
org.jsoup.select.Evaluator$AttributeWithValueNot;0.0;8.0;3.0;5.0;2.0;0.0;14.0;1.0;0.0;0.0;3.0
org.jsoup.parser.ParseErrorList;0.0;6.0;3.0;5.0;5.0;5.0;23.0;0.625;0.8333333333333334;5.0;7.0
org.jsoup.nodes.BooleanAttribute;0.0;6.0;2.0;1.0;1.0;0.0;12.0;1.0;0.0;6.0;2.0
org.jsoup.select.CombiningEvaluator$Or;0.0;14.0;3.0;8.0;6.0;3.0;38.0;1.0;0.0;0.0;2.0
org.jsoup.select.Evaluator$IsNthOfType;0.0;10.0;3.0;6.0;7.0;1.0;18.0;1.0;0.0;0.0;2.0
org.jsoup.select.StructuralEvaluator$PreviousSibling;0.0;8.0;3.0;5.0;8.0;1.0;23.0;1.0;0.0;0.0;2.0
org.jsoup.safety.Whitelist;0.0;32.0;1.0;56.0;74.0;135.0;578.0;0.7684210526315789;0.8111111111111111;23.0;3.0
org.jsoup.examples.HtmlToPlainText$FormattingVisitor;0.0;14.0;1.0;16.0;27.0;5.0;59.0;0.6666666666666667;0.888888888888889;0.0;1.0
org.jsoup.select.Collector;0.0;18.0;1.0;4.0;2.0;1.0;74.0;1.0;0.0;18.0;3.0
org.jsoup.select.StructuralEvaluator$Not;0.0;7.0;3.0;4.0;2.0;1.0;12.0;1.0;0.0;0.0;2.0
org.jsoup.internal.ConstrainableInputStream;0.0;18.0;3.0;16.0;33.0;13.0;104.0;0.7619047619047619;0.9142857142857143;18.0;3.0
org.jsoup.select.StructuralEvaluator$Root;0.0;4.0;2.0;1.0;2.0;0.0;3.0;1.0;0.0;0.0;2.0
org.jsoup.parser.Token$StartTag;0.0;11.0;3.0;8.0;8.0;0.0;28.0;1.0;0.0;0.0;5.0
org.jsoup.nodes.DocumentType;0.0;16.0;3.0;12.0;12.0;9.0;96.0;0.8333333333333334;1.0416666666666667;16.0;3.0
org.jsoup.HttpStatusException;0.0;6.0;3.0;4.0;3.0;1.0;21.0;0.33333333333333337;0.5;6.0;2.0
org.jsoup.select.Evaluator$IsOnlyChild;0.0;10.0;2.0;5.0;5.0;1.0;9.0;1.0;0.0;0.0;2.0
org.jsoup.helper.HttpConnection$Base;0.0;32.0;1.0;50.0;69.0;204.0;207.0;0.8295454545454546;0.8690476190476191;0.0;1.0
org.jsoup.parser.TokenQueue;0.0;13.0;1.0;62.0;115.0;164.0;396.0;0.4838709677419355;0.5;13.0;3.0
org.jsoup.select.Evaluator$IndexLessThan;0.0;8.0;3.0;4.0;4.0;1.0;14.0;1.0;0.0;0.0;3.0
org.jsoup.safety.Cleaner$ElementMeta;0.0;5.0;1.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;1.0
org.jsoup.nodes.CDataNode;0.0;11.0;4.0;6.0;2.0;6.0;33.0;1.0;0.0;11.0;4.0
org.jsoup.select.StructuralEvaluator$Parent;0.0;7.0;3.0;5.0;11.0;1.0;23.0;1.0;0.0;0.0;2.0
org.jsoup.nodes.Attribute;1.0;25.0;1.0;45.0;42.0;110.0;192.0;0.7222222222222222;0.7647058823529411;25.0;9.0
